Academic_Level,Income,Registration_Time,Recency,Liquor,Vegetables,Pork,Seafood,Candy,Jewellery,Num_Deals_Purchases,Num_Web_Purchases,Num_Catalog_Purchases,Num_Store_Purchases,Num_Web_Visits_Month,Promo_30,Promo_40,Promo_50,Promo_10,Promo_20,Complain,Gender,Total_Purchase,Payment_Method,Age,Total_Spending,Marital_Status,Num_Of_Child
PhD,62187,22-03-2023,38,513,2,83,0,0,41,3,6,2,10,4,0,-1,0,0,0,0,Other,21,Mobile,34,639,Widow,1
Master,53843,27-06-2022,64,379,2,88,19,4,73,4,8,5,3,7,0,-1,0,0,0,0,Other,20,Mobile,47,565,Married,1
PhD,69084,19-11-2022,43,1182,109,199,39,30,30,2,7,3,13,8,0,-1,0,0,0,0,Male,25,Not Provided,35,1589,Married,1
Graduation,22148,13-04-2023,16,16,7,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,Female,5,Not Provided,37,52,Single,0
Graduation,72258,12-09-2022,28,523,2,522,227,120,134,2,6,9,5,2,0,-1,0,0,0,0,Male,22,Not Provided,32,1528,Single,1
2n Cycle,20130,17-03-2023,99,1,8,3,7,6,12,1,1,0,3,8,0,-1,0,0,0,0,Male,5,Online,28,37,Married,0
Graduation,42213,12-10-2022,96,310,5,24,4,3,20,2,5,1,7,7,0,-1,0,0,0,0,Male,15,Mobile,33,366,Together,1
Graduation,73892,13-11-2022,40,704,104,601,0,58,43,1,3,11,8,1,0,-1,0,0,0,0,Other,23,Cash,44,1510,Single,0
Graduation,46086,03-11-2022,34,245,10,32,7,2,50,4,3,1,8,4,0,-1,0,0,0,0,Other,16,Card,42,346,Divorced,1
Graduation,28769,18-12-2021,76,42,7,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,Female,12,Mobile,33,194,Single,1
PhD,73059,31-08-2022,36,411,114,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,Female,26,Not Provided,38,1098,Together,1
Graduation,65819,29-11-2021,99,268,40,701,149,165,63,1,5,4,10,3,0,-1,0,0,0,0,Male,20,Mobile,30,1386,Married,0
PhD,86857,12-09-2021,96,900,104,838,133,102,40,1,5,6,10,2,0,-1,0,0,0,0,Other,22,Not Provided,39,2117,Single,0
PhD,68682,06-10-2022,56,920,2,505,99,30,45,1,4,9,10,2,0,-1,0,0,0,0,Male,24,Cash,43,1601,Together,0
Master,39791,28-03-2022,89,86,17,27,13,13,21,2,3,1,4,7,0,-1,0,0,0,0,Female,10,Not Provided,35,177,Married,1
PhD,64014,10-06-2023,56,407,2,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,Female,22,Online,38,447,Together,3
Graduation,67023,04-03-2023,93,445,46,382,11,8,17,1,3,7,13,2,0,-1,0,0,0,1,Female,24,Card,32,909,Married,0
2n Cycle,25130,02-10-2022,10,3,7,7,0,18,18,2,2,0,3,7,0,-1,0,0,0,0,Male,7,Not Provided,39,53,Together,1
Master,33181,03-01-2023,90,10,2,3,0,0,4,1,1,0,2,6,1,1,0,0,0,0,Male,4,Online,34,19,Married,1
PhD,28973,13-10-2021,59,207,2,46,3,2,12,2,5,1,5,8,0,-1,0,0,0,0,Female,13,Cash,35,272,Married,0
PhD,68682,06-10-2022,56,920,2,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,Male,24,Cash,34,1601,Together,0
Graduation,61314,25-04-2022,1,379,2,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,Female,24,Not Provided,44,1011,Married,1
2n Cycle,65370,01-08-2022,1,72,24,112,138,89,29,1,2,3,13,1,0,-1,0,0,0,0,Other,19,Card,35,464,Married,0
2n Cycle,24683,08-03-2023,98,9,6,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,Female,8,Not Provided,28,44,Married,1
Master,27889,05-07-2022,42,15,2,4,0,0,8,1,1,1,2,6,0,-1,0,0,0,0,Male,5,Card,40,29,Married,1
Graduation,40800,01-01-2022,77,25,2,27,8,30,10,2,3,0,3,7,0,-1,0,0,0,1,Male,8,Online,32,102,Married,3
Graduation,93404,07-05-2022,97,1280,17,287,20,0,15,3,3,4,7,5,0,-1,0,0,0,0,Other,17,Cash,26,1619,Married,3
Graduation,45906,07-05-2022,20,306,5,27,4,3,144,2,5,4,4,5,1,1,0,0,0,0,Female,15,Not Provided,39,489,Single,1
PhD,37633,20-09-2021,49,14,6,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,Male,6,Online,30,41,Married,2
Master,83790,15-11-2022,81,1077,18,417,42,48,16,1,8,10,6,3,0,0,0,0,0,0,Other,25,Card,33,1618,Married,0
Graduation,56939,18-09-2022,19,257,36,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,Other,18,Cash,36,564,Married,1
PhD,80360,03-03-2022,56,1494,88,454,112,43,43,2,4,4,5,2,0,-1,0,1,0,0,Other,15,Online,40,2234,Married,0
Graduation,75315,15-04-2023,14,460,17,171,142,23,31,2,5,4,12,2,0,0,0,0,0,0,Other,23,Not Provided,37,844,Together,1
PhD,42000,10-01-2022,23,125,85,267,85,59,35,2,5,2,11,5,0,-1,0,0,0,0,Other,20,Card,28,656,Single,0
Master,74881,08-03-2022,48,506,74,270,36,27,54,4,9,2,12,5,0,-1,0,0,0,0,Other,27,Mobile,38,967,Together,2
Graduation,47703,29-05-2022,95,360,2,134,13,26,123,4,6,3,8,5,0,-1,0,0,0,0,Female,21,Online,33,658,Married,1
PhD,62000,25-08-2022,25,900,2,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,Male,26,Not Provided,25,1023,Single,1
Graduation,32144,23-03-2023,76,42,2,10,0,0,3,4,2,1,3,7,0,-1,0,0,0,0,Other,10,Mobile,40,57,Together,2
Graduation,70596,05-10-2021,68,348,46,534,17,0,26,1,3,5,12,2,0,-1,0,0,0,0,Female,21,Online,39,971,Single,0
PhD,86979,07-11-2022,67,585,102,835,65,83,35,1,5,5,5,2,1,-1,0,0,0,0,Other,16,Cash,44,1705,Divorced,0
Master,16653,18-04-2023,10,6,9,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,Female,9,Online,26,72,Single,1
PhD,33581,08-01-2022,38,12,2,5,0,0,1,1,1,0,2,8,0,-1,0,0,0,0,Male,4,Online,39,20,Married,2
Graduation,11012,16-03-2022,82,25,5,26,7,1,23,3,3,1,2,9,1,-1,0,0,0,0,Female,9,Card,34,87,Single,1
2n Cycle,31163,13-02-2023,54,3,5,10,11,2,10,1,1,0,3,6,0,-1,0,0,0,0,Female,5,Card,31,41,Divorced,1
Graduation,22263,30-03-2023,31,18,2,2,0,0,2,2,1,0,3,6,0,-1,0,0,0,1,Male,6,Cash,44,24,Divorced,2
Graduation,51148,18-02-2022,38,236,8,45,8,9,12,4,5,1,6,6,0,-1,0,0,0,0,Female,16,Online,35,318,Married,2
Graduation,57867,01-10-2022,48,345,37,178,15,23,17,7,7,2,9,6,0,-1,0,0,0,0,Other,25,Not Provided,31,615,Together,1
Graduation,33279,12-06-2023,29,11,5,3,0,0,0,1,0,0,3,3,0,-1,0,0,0,0,Male,4,Mobile,28,19,Single,0
Graduation,68274,30-09-2022,83,136,27,51,23,25,46,2,4,2,5,3,0,-1,0,0,0,0,Other,13,Mobile,32,308,Divorced,2
PhD,156924,29-08-2022,85,3,3,2,1,1,1,0,0,0,0,0,0,-1,0,0,0,0,Other,0,Online,34,11,Married,0
Graduation,26576,13-10-2021,40,11,2,8,0,0,9,1,1,0,2,9,1,1,0,0,0,0,Other,4,Online,38,30,Single,1
Graduation,22518,22-10-2021,36,12,9,12,2,2,27,2,2,1,2,5,1,1,0,0,0,0,Other,7,Card,34,64,Married,1
PhD,60554,09-08-2022,8,589,9,76,110,15,15,2,8,4,9,6,0,-1,0,0,0,0,Male,23,Cash,39,814,Divorced,1
PhD,67546,31-08-2021,90,865,136,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,Other,20,Card,48,2129,Married,0
Master,63120,28-09-2021,53,966,71,279,54,41,69,5,8,4,9,7,0,-1,0,0,0,0,Male,26,Not Provided,34,1480,Divorced,1
Basic,7500,03-12-2021,63,11,19,18,8,26,40,4,3,2,2,9,0,-1,0,0,0,0,Female,11,Online,35,122,Single,1
PhD,38410,14-09-2021,65,154,66,123,116,64,14,2,5,2,9,6,0,-1,0,0,0,0,Male,18,Cash,42,537,Married,0
2n Cycle,11448,15-12-2022,16,1,2,0,6,2,6,1,1,0,2,6,0,-1,0,0,0,0,Male,4,Not Provided,37,17,Divorced,0
Graduation,79607,21-04-2022,37,451,135,951,173,0,216,1,3,6,6,1,0,-1,0,0,0,0,Female,16,Mobile,35,1926,Single,0
Graduation,65685,29-03-2023,54,643,16,49,0,7,57,1,9,2,9,5,0,-1,0,0,0,0,Female,21,Online,32,772,Married,1
PhD,39684,12-10-2021,41,20,2,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,Other,7,Cash,36,84,Single,1
2n Cycle,23148,18-02-2023,83,5,8,8,6,3,10,1,2,0,3,7,0,-1,0,0,0,0,Male,6,Online,48,40,Married,0
Graduation,40246,19-12-2021,68,3,3,6,2,1,1,1,1,0,2,6,0,-1,0,0,0,0,Female,4,Card,39,16,Divorced,1
PhD,80995,11-05-2022,83,861,30,409,73,56,56,1,8,9,4,4,0,-1,0,0,0,0,Female,22,Online,38,1485,Widow,1
Graduation,42664,18-03-2023,44,22,2,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,Other,5,Cash,39,27,Married,1
PhD,20427,24-03-2023,63,6,2,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,Female,4,Not Provided,36,13,Together,1
Master,50943,21-06-2022,49,32,2,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,Female,5,Cash,35,49,Together,1
PhD,58607,23-12-2021,63,868,2,86,0,0,19,3,2,3,9,8,0,-1,0,0,0,0,Male,17,Online,45,975,Married,1
Graduation,56046,02-01-2022,9,578,2,64,0,0,51,2,10,1,8,8,1,1,0,0,0,0,Female,21,Mobile,33,695,Together,0
Graduation,29604,08-12-2022,88,8,8,13,7,6,14,1,1,0,3,9,1,-1,0,0,0,0,Female,5,Card,36,56,Together,1
Graduation,44322,16-06-2023,30,47,2,40,3,0,3,2,3,0,3,8,0,-1,0,0,0,0,Other,8,Cash,34,95,Married,1
PhD,84460,04-01-2022,80,153,29,103,106,54,81,0,9,9,4,5,0,-1,1,1,1,0,Female,22,Card,38,526,Together,0
Master,69245,24-01-2023,8,429,32,214,80,30,61,2,6,5,10,3,0,-1,0,0,0,0,Female,23,Cash,33,846,Together,1
Master,27450,15-04-2022,57,38,14,23,8,11,52,1,2,1,3,7,0,-1,0,0,0,0,Other,7,Cash,29,146,Married,0
Master,33168,13-10-2021,0,81,3,37,0,1,3,3,2,1,4,7,0,-1,0,0,0,0,Other,10,Card,35,125,Single,1
Master,33562,25-06-2023,33,22,14,12,0,3,3,3,2,0,4,4,0,0,0,0,0,0,Other,9,Card,38,54,Married,3
Graduation,56775,02-01-2022,62,615,37,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,Other,25,Card,31,940,Married,1
PhD,74637,18-05-2022,73,961,66,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,Female,25,Online,41,1653,Single,0
Master,49912,07-09-2021,5,521,10,223,32,49,42,4,10,5,7,8,1,-1,0,0,0,0,Female,26,Card,35,877,Together,1
Graduation,28647,21-08-2022,54,20,10,29,0,12,26,1,2,2,2,7,1,-1,0,0,0,0,Female,7,Card,42,97,Single,1
Graduation,77343,09-06-2023,28,228,153,573,98,54,31,1,3,4,9,1,0,-1,0,0,0,0,Female,17,Cash,40,1137,Married,0
Graduation,78687,09-08-2021,13,818,187,687,145,55,241,1,4,6,8,2,0,-1,0,0,0,0,Other,19,Mobile,41,2133,Together,0
PhD,95169,09-10-2022,1,1286,23,449,106,20,20,1,4,3,4,1,0,0,0,1,0,0,Female,12,Card,36,1904,Single,0
PhD,77610,29-10-2021,70,1246,35,332,21,33,16,2,4,7,4,7,0,0,0,0,0,0,Female,17,Mobile,34,1683,Married,1
PhD,69098,16-02-2022,82,1316,24,780,145,0,178,1,7,8,9,5,0,-1,0,0,0,0,Other,25,Cash,36,2443,Married,0
2n Cycle,65706,28-06-2022,77,919,12,129,13,0,129,1,11,3,12,7,0,0,1,0,1,0,Other,27,Mobile,41,1202,Divorced,0
Graduation,52914,07-01-2022,32,255,12,44,30,10,227,2,7,3,3,7,1,1,0,0,0,0,Female,15,Card,27,578,Married,1
Graduation,19514,26-01-2023,47,15,5,21,2,1,28,4,3,1,2,8,1,-1,0,0,0,0,Other,10,Cash,46,72,Married,2
PhD,46374,17-03-2023,1,409,2,21,0,0,17,3,7,1,7,8,0,0,0,1,0,0,Other,18,Cash,33,449,Married,1
PhD,60585,24-06-2022,17,268,44,309,55,42,21,10,7,4,9,5,0,-1,0,0,0,0,Male,30,Cash,44,739,Married,2
Master,45006,18-07-2022,90,163,27,53,16,0,10,1,3,1,7,3,0,-1,0,0,0,0,Male,12,Not Provided,37,269,Widow,0
Graduation,36283,14-04-2023,42,7,7,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,Other,6,Mobile,41,32,Together,2
Master,37509,12-09-2021,24,38,7,56,12,8,5,2,3,0,4,7,0,-1,0,0,0,0,Other,9,Card,40,126,Together,1
Graduation,62994,04-03-2023,74,225,14,48,4,12,12,1,6,2,4,6,0,-1,0,0,0,0,Male,13,Mobile,44,315,Together,1
Graduation,78901,17-09-2022,99,322,13,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,Male,20,Cash,34,737,Divorced,1
Master,35178,10-01-2022,10,24,3,13,2,2,18,1,1,1,2,7,1,-1,0,0,0,0,Male,5,Cash,32,62,Married,1
Master,72828,14-02-2022,17,1206,2,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,Male,28,Online,40,1681,Married,1
Graduation,33249,20-02-2022,11,7,12,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,Male,8,Mobile,46,115,Single,1
Master,80573,14-10-2021,85,830,140,430,60,92,15,1,4,6,13,2,0,-1,0,0,0,0,Male,24,Not Provided,32,1567,Together,0
Graduation,54162,18-03-2022,31,6,8,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,Male,5,Cash,31,45,Widow,2
PhD,51569,12-02-2022,39,381,2,47,6,0,34,4,7,1,7,8,0,-1,0,0,0,0,Other,19,Card,38,470,Widow,1
2n Cycle,26224,04-06-2022,39,5,9,15,13,9,15,3,2,1,3,6,0,-1,0,0,0,0,Other,9,Not Provided,44,66,Married,1
Graduation,67384,10-11-2021,32,958,42,175,158,53,107,2,7,8,5,5,0,-1,0,0,0,0,Other,22,Online,31,1493,Single,1
Master,84953,03-06-2022,73,168,50,602,63,72,72,1,3,10,4,2,0,-1,0,1,0,0,Other,18,Online,37,1027,Widow,0
Graduation,48006,09-06-2023,55,24,2,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,Male,5,Card,34,44,Married,2
PhD,65640,01-03-2023,74,205,9,149,20,15,66,1,5,1,8,2,0,-1,0,0,0,0,Female,15,Not Provided,42,464,Together,1
PhD,32892,25-05-2023,78,27,2,15,2,1,2,2,3,0,3,8,0,-1,0,0,0,0,Other,8,Online,44,49,Together,1
Graduation,85620,07-01-2023,68,417,48,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,Male,14,Card,30,1603,Widow,0
Graduation,36715,17-11-2021,16,173,12,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,Male,19,Not Provided,39,360,Married,1
Graduation,66565,05-12-2021,80,748,12,161,65,40,42,4,4,2,9,8,0,-1,0,0,0,0,Female,19,Mobile,42,1068,Single,1
Graduation,45989,22-10-2021,97,139,35,87,28,24,12,4,3,2,7,3,0,-1,0,0,0,0,Female,16,Card,30,325,Single,1
2n Cycle,92556,20-04-2023,32,494,185,352,184,23,28,0,3,5,13,0,0,-1,0,0,0,0,Male,21,Not Provided,37,1266,Together,0
Graduation,70515,21-10-2022,12,421,2,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,Male,17,Cash,37,1261,Single,0
Graduation,84906,04-10-2022,98,998,17,414,99,30,76,1,5,6,12,2,0,-1,1,0,1,0,Other,24,Cash,37,1634,Together,0
Graduation,63211,02-11-2021,3,146,195,459,205,26,145,2,3,8,7,2,0,-1,0,0,0,0,Female,20,Cash,39,1176,Married,0
Master,61794,14-09-2022,74,265,49,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,Male,20,Mobile,31,614,Married,1
Graduation,42387,29-10-2021,42,236,2,235,19,4,191,5,8,1,7,8,0,-1,0,0,0,0,Male,21,Mobile,37,687,Married,1
Master,36927,02-06-2023,46,52,2,16,0,0,4,2,3,0,3,8,0,0,0,0,0,0,Female,8,Online,34,74,Single,2
PhD,69969,27-08-2022,64,883,31,514,38,29,44,1,4,2,6,3,0,-1,0,1,0,0,Other,13,Not Provided,44,1539,Married,0
Master,88420,02-05-2023,87,958,155,612,99,95,153,1,4,7,8,1,1,-1,0,1,0,0,Male,20,Not Provided,30,2072,Together,0
Graduation,22682,03-10-2022,51,11,16,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,Male,10,Card,41,98,Together,1
Graduation,30772,12-03-2023,89,8,4,4,2,1,4,1,1,0,2,6,0,-1,0,0,0,0,Male,4,Not Provided,42,23,Married,2
Graduation,33249,20-02-2022,11,7,12,21,19,14,42,2,2,1,3,6,0,-1,0,0,0,0,Male,8,Mobile,41,115,Single,1
Graduation,64509,17-08-2022,19,837,187,575,24,25,77,1,6,3,9,4,1,-1,0,0,0,0,Female,19,Cash,33,1725,Single,0
PhD,36663,25-04-2023,40,19,2,6,3,3,5,1,1,1,3,2,0,-1,0,0,0,0,Male,6,Cash,34,38,Married,1
PhD,77863,27-11-2022,20,882,40,319,16,25,12,1,4,5,10,2,0,-1,0,0,0,0,Female,20,Cash,37,1294,Together,0
Graduation,3502,13-04-2022,56,3,3,1,0,0,1,0,0,0,0,14,0,-1,0,0,0,0,Male,0,Online,35,8,Single,1
Graduation,58330,25-12-2022,87,446,55,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,Female,24,Cash,31,1067,Widow,1
Graduation,82332,17-09-2021,89,831,61,968,51,79,19,1,5,3,12,2,0,-1,0,0,0,0,Other,21,Mobile,31,2009,Single,0
2n Cycle,54210,20-05-2022,18,71,56,109,80,9,45,2,4,1,7,5,0,-1,0,0,0,0,Male,14,Mobile,30,370,Married,1
Graduation,62882,09-08-2021,26,510,135,497,78,24,97,2,7,5,6,4,0,-1,0,0,0,0,Other,20,Cash,38,1341,Together,1
Graduation,48904,02-12-2021,1,284,12,38,0,13,27,4,7,2,4,8,0,-1,0,0,0,0,Other,17,Cash,40,374,Single,1
Graduation,76320,22-06-2023,49,527,37,214,69,53,35,2,6,3,4,2,0,-1,0,0,0,0,Male,15,Cash,42,935,Widow,1
Graduation,66951,02-11-2022,46,278,164,305,173,76,124,1,3,4,7,1,0,-1,0,0,0,0,Male,15,Cash,42,1120,Single,0
Master,77632,10-03-2022,73,1201,107,758,0,42,147,1,4,2,6,2,0,-1,0,0,0,0,Female,13,Cash,37,2255,Together,0
PhD,62220,11-08-2021,55,800,14,375,16,12,12,5,7,6,5,6,0,-1,0,0,0,0,Female,23,Card,41,1229,Together,1
Graduation,47009,01-10-2022,89,172,47,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,Male,17,Card,39,451,Together,1
Master,17144,15-02-2023,96,19,4,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,Female,12,Not Provided,39,50,Together,2
Graduation,43776,03-05-2023,77,9,2,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,Male,4,Cash,33,26,Together,1
Graduation,44931,18-01-2023,0,79,2,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,Female,7,Mobile,43,99,Together,1
2n Cycle,20491,25-01-2022,16,6,6,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,Other,4,Online,28,33,Together,0
Master,62772,19-05-2022,74,582,51,157,43,8,108,1,5,6,11,2,0,-1,0,0,0,0,Female,23,Cash,31,949,Single,1
Graduation,69109,09-11-2021,10,824,27,459,124,29,95,1,6,6,7,4,0,0,0,0,0,0,Female,20,Card,36,1558,Married,0
Graduation,18690,28-12-2021,77,7,3,7,23,4,19,1,1,1,2,8,0,-1,0,0,0,0,Male,5,Not Provided,29,63,Married,0
PhD,42731,21-10-2022,64,160,4,51,6,2,24,3,4,1,5,5,0,-1,0,0,0,0,Female,13,Card,38,247,Together,1
Master,27071,23-04-2023,90,9,5,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,Male,7,Online,37,38,Divorced,1
PhD,53378,24-09-2021,41,490,8,152,8,6,132,10,9,4,6,8,0,-1,0,0,0,0,Female,29,Cash,33,796,Married,2
Graduation,28427,21-03-2022,67,19,5,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,Female,7,Cash,36,55,Together,1
2n Cycle,64831,10-06-2022,51,481,88,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,Female,22,Online,33,1123,Single,2
Master,27159,29-03-2023,33,18,2,3,0,0,1,2,1,0,3,6,0,-1,0,0,0,0,Other,6,Not Provided,35,24,Married,2
Graduation,22070,04-10-2022,11,11,9,19,8,2,21,2,2,2,2,6,0,-1,0,0,0,0,Male,8,Online,34,70,Together,1
Basic,25224,16-03-2023,36,5,11,12,11,2,8,2,1,1,3,3,0,-1,0,0,0,0,Female,7,Online,36,49,Married,1
Graduation,30279,30-12-2021,13,11,6,14,4,4,1,1,1,0,3,8,0,-1,0,0,0,0,Other,5,Mobile,33,40,Single,1
Master,55250,21-10-2021,49,665,60,83,32,0,66,4,7,5,10,5,0,-1,0,0,0,0,Female,26,Cash,27,906,Single,1
Master,21888,29-12-2021,15,89,12,46,2,3,64,4,5,1,2,10,0,-1,0,0,0,0,Male,12,Not Provided,38,216,Single,1
PhD,55521,22-10-2022,11,417,2,26,0,0,4,9,6,3,6,7,0,-1,0,0,0,0,Male,24,Cash,42,449,Single,3
PhD,45503,25-09-2022,54,98,6,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,Other,9,Card,31,173,Married,1
2n Cycle,53230,03-08-2021,86,177,74,98,136,21,229,4,5,2,12,5,0,0,0,0,0,0,Male,23,Mobile,40,735,Married,1
Master,66835,28-09-2022,21,621,28,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,Male,24,Mobile,26,1036,Married,0
Master,62694,17-06-2022,29,380,8,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,Other,24,Online,41,752,Married,2
PhD,56551,07-05-2023,48,68,6,32,17,2,16,3,2,1,4,4,0,-1,0,0,0,0,Female,10,Online,33,141,Widow,2
PhD,45759,23-02-2022,13,43,3,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,Female,7,Online,39,71,Married,2
PhD,55614,27-11-2022,85,505,15,131,8,0,26,1,9,4,6,7,0,-1,0,0,0,0,Male,20,Card,36,685,Divorced,0
Graduation,69719,26-05-2023,99,274,88,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,Female,11,Online,36,804,Single,0
PhD,32011,22-08-2022,89,100,2,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,Other,10,Card,43,125,Married,1
Graduation,55375,17-10-2022,3,43,13,57,10,28,14,1,1,1,6,2,0,-1,0,0,0,0,Other,9,Online,39,165,Together,1
Graduation,42557,29-08-2021,98,193,7,53,0,5,15,4,6,1,4,8,0,-1,0,0,0,0,Female,15,Card,39,273,Married,1
PhD,41551,14-08-2022,51,221,2,33,3,0,23,5,5,1,5,8,0,-1,0,0,0,0,Other,16,Card,23,282,Married,2
Graduation,68655,10-08-2021,95,457,21,832,75,118,38,1,4,5,11,3,0,-1,0,0,0,0,Female,21,Online,35,1541,Single,0
PhD,51518,03-10-2022,92,351,10,66,17,4,4,2,3,2,10,3,0,-1,0,0,0,0,Female,17,Cash,41,452,Together,1
Master,57183,19-03-2022,51,465,7,64,7,0,70,8,9,1,7,8,0,-1,0,0,0,0,Female,25,Not Provided,41,613,Married,2
Graduation,90765,24-01-2023,25,548,101,812,151,82,33,0,4,6,5,1,0,-1,0,1,0,0,Male,15,Online,43,1727,Married,0
Graduation,44512,30-08-2022,57,24,3,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0,Female,6,Not Provided,39,35,Together,2
PhD,30351,06-06-2022,19,15,2,24,3,3,2,1,3,0,2,9,0,-1,0,0,0,0,Female,6,Not Provided,33,49,Together,1
Master,44802,21-08-2021,71,854,12,143,13,10,20,2,9,4,12,8,0,-1,0,0,0,0,Other,27,Mobile,34,1052,Single,0
PhD,55012,21-03-2023,85,583,2,65,0,0,13,6,8,2,9,5,0,-1,0,0,0,0,Male,25,Not Provided,35,663,Together,1
Graduation,67430,05-09-2021,6,596,99,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,Male,29,Not Provided,34,1367,Together,0
PhD,64950,12-08-2021,29,820,2,72,12,0,63,2,11,2,10,7,0,0,0,0,0,0,Male,25,Mobile,38,969,Single,1
Graduation,22448,26-02-2023,86,4,3,8,23,2,18,3,2,1,3,3,0,0,0,0,0,0,Other,9,Mobile,39,58,Married,1
Master,44635,11-10-2022,25,57,2,9,0,0,3,2,2,0,3,7,0,-1,0,0,0,0,Male,7,Not Provided,40,71,Divorced,2
Graduation,72298,10-03-2023,52,626,37,169,58,17,35,1,4,3,6,1,0,-1,0,0,0,0,Female,14,Not Provided,39,942,Widow,0
PhD,41014,22-04-2022,65,8,4,6,2,0,3,1,1,0,2,7,0,-1,0,0,0,0,Female,4,Cash,38,23,Married,1
Graduation,37697,07-02-2023,82,35,8,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,Other,7,Not Provided,33,87,Single,1
PhD,56067,20-07-2022,51,518,14,54,16,6,120,2,7,4,7,5,0,-1,0,0,0,0,Female,20,Cash,39,728,Together,1
Master,66636,17-08-2022,64,292,12,689,84,10,0,1,3,4,9,1,0,-1,0,0,0,0,Female,17,Not Provided,36,1087,Together,0
PhD,64325,07-02-2022,41,732,62,353,78,12,73,5,10,3,5,7,0,-1,0,0,0,0,Male,23,Online,32,1310,Divorced,1
2n Cycle,32414,04-07-2022,11,21,8,5,0,9,12,1,1,0,3,7,1,1,0,0,0,0,Female,5,Card,45,55,Together,0
Graduation,79530,17-05-2022,64,334,2,815,129,42,29,1,4,10,11,2,0,-1,0,0,0,0,Male,26,Mobile,39,1351,Married,0
Graduation,65747,07-03-2023,96,347,19,48,23,13,13,4,8,1,6,6,0,-1,0,0,0,0,Male,19,Mobile,36,463,Married,1
Master,64100,10-09-2022,93,510,2,27,0,0,10,1,8,3,6,7,0,-1,0,0,0,0,Other,18,Card,37,549,Married,1
PhD,60200,02-01-2022,3,503,21,132,0,6,26,6,6,2,11,6,0,-1,0,0,0,0,Female,25,Not Provided,43,688,Single,1
Graduation,18690,28-12-2021,77,7,3,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,Female,5,Not Provided,32,63,Married,0
2n Cycle,64176,03-08-2021,52,1216,35,249,64,116,149,8,8,9,8,6,0,-1,0,0,0,0,Male,33,Online,40,1829,Divorced,1
Graduation,53863,17-05-2023,4,400,6,30,6,4,30,3,7,1,7,7,0,-1,0,0,0,0,Male,18,Card,39,476,Together,1
PhD,38853,23-05-2023,90,30,2,14,0,0,2,2,2,0,3,7,0,-1,0,0,0,0,Female,7,Card,32,48,Married,2
2n Cycle,26907,20-08-2022,10,10,3,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,Other,6,Card,34,25,Together,2
Master,81169,14-04-2022,47,1289,22,613,80,61,27,1,5,7,9,2,0,-1,0,0,0,0,Female,22,Mobile,34,2092,Single,0
